Address,Lat,Lon,Status,Status_Update_Time,Score
"Kruidvat, De Arend 2, 8265 NK Kampen, Netherlands",52.5332805,5.9164137,1,2024-04-29 14:30:00,1
"Albert Heijn XL, Zeilmakerstraat 2, 2222 AA Katwijk, Netherlands",52.202395,4.4274224,1,2024-04-29 14:30:00,1
"Albert Heijn, Hertogenlaan 29, 6461 BT Kerkrade, Netherlands",50.8692725,6.0692164,1,2024-04-29 14:30:00,1
"Albert Heijn, Einsteinstraat 103, 1433 KJ Aalsmeer, Netherlands",52.2340092,4.7492455,1,2024-04-29 14:30:00,1
"Dorpsstraat, 1121 BZ Landsmeer, Netherlands",52.4308004,4.913976,1,2024-04-29 14:30:00,1
"Albert Heijn, Zevenend 2, 1251 RN Laren, Netherlands",52.2543087,5.2266306,1,2024-04-29 14:30:00,1
"Albert Heijn, Bilgaardpassage 1, 8918 HR Leeuwarden, Netherlands",53.2153064,5.7928137,1,2024-04-29 14:30:00,1
"Albert Heijn, Tesselschadestraat 23, 8913 HA Leeuwarden, Netherlands",53.1985995,5.7827195,1,2024-04-29 14:30:00,1
"Albert Heijn, Winkelhof 29, 2353 TS Leiderdorp, Netherlands",52.1631062,4.5325065,1,2024-04-29 14:30:00,1
"Albert Heijn, Ranonkellaan 1, 8245 HE Lelystad, Netherlands",52.4901846,5.4395236,1,2024-04-29 14:30:00,1
"Albert Heijn, Schoolstraat 12, 8531 JW Lemmer, Netherlands",52.8457084,5.7101395,1,2024-04-29 14:30:00,1
"Albert Heijn XL, Oranje Marieplein 8, 6663 RL Nijmegen, Netherlands",51.8645346,5.853789,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Oude Molen 2, 5757 AZ Liessel, Netherlands",51.4157871,5.8195027,1,2024-04-29 14:30:00,1
"Albert Heijn, Vuurbaak 1, 1906 BS Castricum, Netherlands",52.57124,4.695703,1,2024-04-29 14:30:00,1
"Blokhuis 67, 2161 EV Lisse, Netherlands",52.2613616,4.5597571,1,2024-04-29 14:30:00,1
"Albert Heijn, Oud-Loosdrechtsedijk 182, 1231 NG Loosdrecht, Netherlands",52.2070192,5.0819583,1,2024-04-29 14:30:00,1
"Albert Heijn, Bisonspoor 1078, 3605 KJ Maarssen, Netherlands",52.1346972,5.0306543,1,2024-04-29 14:30:00,1
"Geldmaat, Doctor Plesmanlaan 138, 3601 DE Maarssen, Netherlands",52.1439001,5.0446449,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Masadastraat 51, 6222 DZ Maastricht, Netherlands",50.865115,5.71105,1,2024-04-29 14:30:00,1
"Rijksweg 62A, 6228 XZ Maastricht, Netherlands",50.8280614,5.7287975,1,2024-04-29 14:30:00,1
"Albert Heijn, Boxenring 40A, 1156 DL Marken, Netherlands",52.4561143,5.1052613,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Tongerseweg 57A-02, 6213 GA Maastricht, Netherlands",50.8431724,5.6777415,1,2024-04-29 14:30:00,1
"Albert Heijn, Wendtsteinweg 64, 9363 AR Marum, Netherlands",53.1442996,6.2691107,1,2024-04-29 14:30:00,1
"Albert Heijn, Overleek 1, 1671 GD Medemblik, Netherlands",52.7661983,5.1011482,1,2024-04-29 14:30:00,1
"Markt 26, 6074 BB Melick, Netherlands",51.1574208,6.0135254,1,2024-04-29 14:30:00,1
"Albert Heijn, Grote Akkerstraat 1, 7941 BB Meppel, Netherlands",52.6981016,6.1889453,1,2024-04-29 14:30:00,1
"Gedempt Kanaal 99, 3241 DB Middelharnis, Netherlands",51.7608858,4.1554457,1,2024-04-29 14:30:00,1
"Albert Heijn, Rijperweg 50, 1462 ME Middenbeemster, Netherlands",52.5489601,4.9102093,1,2024-04-29 14:30:00,1
"Albert Heijn, Leicester 13, 3641 LH Mijdrecht, Netherlands",52.2123489,4.8625556,1,2024-04-29 14:30:00,1
"Albert Heijn, 't Spil 37, 1141 SG Monnickendam, Netherlands",52.4501394,5.036488,1,2024-04-29 14:30:00,1
"Albert Heijn, Boslaan 40, 3417 AB Montfoort, Netherlands",52.0472267,4.9513674,1,2024-04-29 14:30:00,1
"Ganker 3a, 1654 JH Benningbroek, Netherlands",52.7037959,5.056116,1,2024-04-29 14:30:00,1
"Hoogzandveld, Albert Heijn, Winkelcentrum Hoogzandveld 2, 3434 EE Nieuwegein, Netherlands",52.0055567,5.0855685,1,2024-04-29 14:30:00,1
"Reigerhof 150, 2914 KE Nieuwerkerk aan den IJssel, Netherlands",51.9681662,4.6189243,1,2024-04-29 14:30:00,1
Frieswijkstraat 72 3862BM Nijkerk Gld,52.22,5.48611,1,2024-04-29 14:30:00,1
"Groenestraat, 6531 HH Nijmegen, Netherlands",51.8311995,5.8486811,1,2024-04-29 14:30:00,1
"Albert Heijn, Meijhorst 7001, 6537 EN Nijmegen, Netherlands",51.8114291,5.7998871,1,2024-04-29 14:30:00,1
"Albert Heijn XL, Zwanenveld 5505, 6538 TZ Nijmegen, Netherlands",51.8232599,5.7983029,1,2024-04-29 14:30:00,1
"Albert Heijn, Spoelerstraat 6, 7442 AA Nijverdal, Netherlands",52.3641914,6.4658753,1,2024-04-29 14:30:00,1
"Albert Heijn, Dorpsstraat 520, 1723 HG Noord-Scharwoude, Netherlands",52.698636,4.8106678,1,2024-04-29 14:30:00,1
"Albert Heijn, Bonnikeplein 2, 2201 XA Noordwijk, Netherlands",52.2298318,4.4410513,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Vincent van Goghstraat 37, 5671 GW Nuenen, Netherlands",51.4749676,5.5511787,1,2024-04-29 14:30:00,1
"Albert Heijn, Wethouder Van der Veldenweg 8, 3281 AN Numansdorp, Netherlands",51.729712,4.4399291,1,2024-04-29 14:30:00,1
"Albert Heijn, Dorpsstraat 119, 1713 HD Obdam, Netherlands",52.6752634,4.9078541,1,2024-04-29 14:30:00,1
"Winkelcentrum De Kempenaerstraat, Albert Heijn, Terweeplein 3, 2341 CZ Oegstgeest, Netherlands",52.1770212,4.4687044,1,2024-04-29 14:30:00,1
"Albert Heijn, Haven Noord 1, 7731 GZ Ommen, Netherlands",52.5253273,6.4255165,1,2024-04-29 14:30:00,1
"Albert Heijn, Pastoor Bruggemanlaan 1, 6861 GR Oosterbeek, Netherlands",51.9876711,5.8432554,1,2024-04-29 14:30:00,1
"Albert Heijn, Keiweg 11, 4901 JD Oosterhout, Netherlands",51.64313,4.8606743,1,2024-04-29 14:30:00,1
"Geldmaat, Zuiderhout 103, 4904 AW Oosterhout, Netherlands",51.6276586,4.8583168,1,2024-04-29 14:30:00,1
"Albert Heijn, Stipeplein 14, 8431 WE Oosterwolde, Netherlands",52.9900265,6.2899738,1,2024-04-29 14:30:00,1
"Gall & Gall, Denekamperstraat 5A, 7631 AA Ootmarsum, Netherlands",52.4100882,6.898389,1,2024-04-29 14:30:00,1
"Albert Heijn, Swaenenstate 4, 4043 KE Opheusden, Netherlands",51.934191,5.6274437,1,2024-04-29 14:30:00,1
"Albert Heijn, Sterrebos 2, 5344 AM Oss, Netherlands",51.7544617,5.5115507,1,2024-04-29 14:30:00,1
"Beijersehof 19, 3262 VR Oud-Beijerland, Netherlands",51.8204596,4.4048772,1,2024-04-29 14:30:00,1
"Albert Heijn, Dorpstienden 14, 3253 AS Ouddorp, Netherlands",51.809525,3.93415,1,2024-04-29 14:30:00,1
"Albert Heijn, Wagenhoek 9, 4731 JB Oudenbosch, Netherlands",51.5893415,4.5247064,1,2024-04-29 14:30:00,1
"Albert Heijn, Bloemendaalseweg 240, 2051 GM Overveen, Netherlands",52.390682,4.6088354,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Kepringelehof 3, 5981 CP Panningen, Netherlands",51.3294072,5.9834075,1,2024-04-29 14:30:00,1
"Ackershof, 2641 DZ Pijnacker, Netherlands",52.019189,4.4326457,1,2024-04-29 14:30:00,1
"Albert Heijn, Hoefbladplein 4, 2643 KD Pijnacker, Netherlands",52.0041027,4.4432056,1,2024-04-29 14:30:00,1
"Albert Heijn, Beeksestraat 55, 4841 GB Prinsenbeek, Netherlands",51.6042898,4.717125,1,2024-04-29 14:30:00,1
"Albert Heijn, John F. Kennedyplein 73, 1443 EB Purmerend, Netherlands",52.5091711,4.9681874,1,2024-04-29 14:30:00,1
"Albert Heijn, Van Damplein 13, 1448 NB Purmerend, Netherlands",52.4971573,4.938851,1,2024-04-29 14:30:00,1
"Albert Heijn, Voorthuizerstraat 2, 3881 SH Putten, Netherlands",52.2602031,5.6099717,1,2024-04-29 14:30:00,1
"Het Anker 7, 4941 RG Raamsdonksveer, Netherlands",51.6962554,4.872943,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Markt 6, 5541 EA Reusel, Netherlands",51.3621803,5.1615958,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Pater Claretstraat 1a, 5953 LC Reuver, Netherlands",51.2841529,6.0913515,1,2024-04-29 14:30:00,1
"Albert Heijn, M.W. van de Waalstraat 2, 3911 LP Rhenen, Netherlands",51.9578472,5.5688245,1,2024-04-29 14:30:00,1
"Albert Heijn, Hof van Portland 12, 3162 WJ Rhoon, Netherlands",51.857935,4.4720426,1,2024-04-29 14:30:00,1
"Julianastraat 37, 3161 AJ Rhoon, Netherlands",51.8565494,4.4184858,1,2024-04-29 14:30:00,1
"Dillenburgplein 5, 2983 CB Ridderkerk, Netherlands",51.8839712,4.6054744,1,2024-04-29 14:30:00,1
"Ridderhof 25, 2981 ET Ridderkerk, Netherlands",51.8700574,4.5988479,1,2024-04-29 14:30:00,1
"Albert Heijn, Wilhelminaplein 8, 5121 ES Rijen, Netherlands",51.5884317,4.9183379,1,2024-04-29 14:30:00,1
"Bogaardplein 22, 2284 DM Rijswijk, Netherlands",52.0352641,4.3153733,1,2024-04-29 14:30:00,1
"Albert Heijn, Grolloërstraat 5, 9451 KA Rolde, Netherlands",52.9859983,6.6487393,1,2024-04-29 14:30:00,1
"Albert Heijn, Tolbergcentrum 160, 4708 HK Roosendaal, Netherlands",51.513824,4.4387701,1,2024-04-29 14:30:00,1
"Albert Heijn, Van Beethovenlaan 4, 4702 JS Roosendaal, Netherlands",51.535326,4.4666372,1,2024-04-29 14:30:00,1
"Bergweg 228, 3035 BP Rotterdam, Netherlands",51.9344771,4.4750858,1,2024-04-29 14:30:00,1
"Albert Heijn, Coolsingel 47, 3012 AA Rotterdam, Netherlands",51.9231275,4.4778373,1,2024-04-29 14:30:00,1
"Goudsesingel 217A, 3031 EJ Rotterdam, Netherlands",51.9248276,4.4877691,1,2024-04-29 14:30:00,1
"Albert Heijn, Grotemarkt 98, 3011 PA Rotterdam, Netherlands",51.9202016,4.4872081,1,2024-04-29 14:30:00,1
"Hesseplaats 13, 3069 EA Rotterdam, Netherlands",51.9627553,4.554041,1,2024-04-29 14:30:00,1
"Albert Heijn, Marinus Bolkplein 4, 3067 AK Rotterdam, Netherlands",51.9418993,4.5476034,1,2024-04-29 14:30:00,1
"Albert Heijn, Mathenesserplein 76, 3022 LD Rotterdam, Netherlands",51.9178008,4.4448847,1,2024-04-29 14:30:00,1
"Paul Krugerstraat 220, 3072 GS Rotterdam, Netherlands",51.8988679,4.4967993,1,2024-04-29 14:30:00,1
"Poolsterstraat 36, 3067 LX Rotterdam, Netherlands",51.9494775,4.5544638,1,2024-04-29 14:30:00,1
"Albert Heijn, Vierhavensstraat 147, 3029 BB Rotterdam, Netherlands",51.9095285,4.4362514,1,2024-04-29 14:30:00,1
"Zuidplein 60H, 3083 CW Rotterdam, Netherlands",51.8884552,4.4896016,1,2024-04-29 14:30:00,1
"Albert Heijn, Molenweg 71, 3181 AT Rozenburg, Netherlands",51.9044396,4.2503091,1,2024-04-29 14:30:00,1
"ING, Westkade 48, 4551 BV Sas van Gent, Netherlands",51.2246558,3.8011571,1,2024-04-29 14:30:00,1
"Albert Heijn, Kapelanieplein 23, 5374 BX Schaijk, Netherlands",51.745501,5.6331815,1,2024-04-29 14:30:00,1
"Lange Kerkstraat 34, 3111 NP Schiedam, Netherlands",51.9180696,4.4002844,1,2024-04-29 14:30:00,1
"Molenstraat 20, 5482 GB Schijndel, Netherlands",51.6161409,5.4434251,1,2024-04-29 14:30:00,1
"Albert Heijn, Cellebroedersstraat 1, 2871 AS Schoonhoven, Netherlands",51.9467013,4.8586918,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Pastoor Vullinghsstraat 53, 5975 AP Sevenum, Netherlands",51.4132205,6.0365826,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, De Merret 1, 5845 DA Sint Anthonis, Netherlands",51.6266943,5.8799194,1,2024-04-29 14:30:00,1
"Markt 18, 5492 AB Sint-Oedenrode, Netherlands",51.5643484,5.4601336,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Industriestraat 19, 6135 KE Sittard, Netherlands",51.0004293,5.8452779,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Kerkstraat 30d, 5711 GW Someren, Netherlands",51.3796362,5.7151705,1,2024-04-29 14:30:00,1
"Albert Heijn, Dorpsweg 40, 3245 VC Sommelsdijk, Netherlands",51.7558498,4.1507974,1,2024-04-29 14:30:00,1
"Wuiver, 1715 EV Spanbroek, Netherlands",52.7023865,4.9477244,1,2024-04-29 14:30:00,1
"Albert Heijn, Nieuwstraat 370, 3201 EG Spijkenisse, Netherlands",51.8495426,4.3314411,1,2024-04-29 14:30:00,1
"Albert Heijn, Het Schar 3, 8332 CL Steenwijk, Netherlands",52.7930026,6.1307153,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Industrieweg 19, 6171 CN Stein, Netherlands",50.9781251,5.7665168,1,2024-04-29 14:30:00,1
"Albert Heijn, De Poort 10, 8255 AA Dronten, Netherlands",52.5716915,5.6438435,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Kerkstraat 42, 5931 NN Tegelen, Netherlands",51.3412748,6.1398434,1,2024-04-29 14:30:00,1
"Albert Heijn, Terreplein 4, 4691 AA Tholen, Netherlands",51.5363026,4.2263293,1,2024-04-29 14:30:00,1
"Albert Heijn, Molenstraatje 2, 4001 CB Tiel, Netherlands",51.8881744,5.4290089,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Boerenovenweg 3, 5865 BV Tienray, Netherlands",51.4921913,6.0893022,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Boerenovenweg 3, 5865 BV Tienray, Netherlands",51.4921913,6.0893022,1,2024-04-29 14:30:00,1
"Albert Heijn, Dalempromenade 40, 5035 KL Tilburg, Netherlands",51.5825162,4.983758,1,2024-04-29 14:30:00,1
"Piusplein 34, 5038 WN Tilburg, Netherlands",51.5544293,5.0906914,1,2024-04-29 14:30:00,1
"Anna van Renesseplein 1, 1911 KT Uitgeest, Netherlands",52.5211085,4.7017507,1,2024-04-29 14:30:00,1
"Amsterdamsestraatweg 367A, 3551 CK Utrecht, Netherlands",52.1042883,5.0940861,1,2024-04-29 14:30:00,1
"Winkelcentrum Rokkade, Slagerij Abraham, Doornburglaan 2, 3554 EP Utrecht, Netherlands",52.1134436,5.0893817,1,2024-04-29 14:30:00,1
"Ella Fitzgeraldplein 6, 3543 EP Utrecht, Netherlands",52.1013967,5.0442771,1,2024-04-29 14:30:00,1
"Albert Heijn, Hondsrug 60, 3524 BR Utrecht, Netherlands",52.0649205,5.1381599,1,2024-04-29 14:30:00,1
"Albert Heijn, Oudenoord 1, 3513 EG Utrecht, Netherlands",52.0970883,5.1133806,1,2024-04-29 14:30:00,1
Potterstraat [Neude] 1 3512TA Utrecht,52.09083,5.12222,1,2024-04-29 14:30:00,1
"Houtzagersstraat 6, 8171 CW Vaassen, Netherlands",52.2878017,5.9692709,1,2024-04-29 14:30:00,1
"Albert Heijn, Beneden Oosterdiep 165, 9645 LN Veendam, Netherlands",53.1119037,6.8848681,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, De Boekt 20, 5463 HT Veghel, Netherlands",51.6090951,5.5467198,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Markt 10D, 5941 GA Velden, Netherlands",51.4149613,6.1655182,1,2024-04-29 14:30:00,1
"Albert Heijn, Mira 25, 5505 AR Veldhoven, Netherlands",51.4126228,5.3973334,1,2024-04-29 14:30:00,1
"Jumbo, Wieënpassage 40, 5921 GD Venlo, Netherlands",51.3682376,6.149932,1,2024-04-29 14:30:00,1
"Albert Heijn, Doctor Wiardi Beckmansingel 10, 3132 CX Vlaardingen, Netherlands",51.9094339,4.3161845,1,2024-04-29 14:30:00,1
"Hair & Beauty Company, Hindersteinlaan 25, 3451 EV Vleuten, Netherlands",52.1055861,5.0146193,1,2024-04-29 14:30:00,1
"Albert Heijn, Middenburcht 14, 3452 MT Vleuten, Netherlands",52.0929439,5.0130454,1,2024-04-29 14:30:00,1
"Oliemaat, 5251 AB Vlijmen, Netherlands",51.6945964,5.2210909,1,2024-04-29 14:30:00,1
"Albert Heijn, De Stient 4, 1132 BE Volendam, Netherlands",52.4977602,5.053047,1,2024-04-29 14:30:00,1
"Albert Heijn, Zeestraat 21-1, 1131 ZD Volendam, Netherlands",52.4937923,5.0724307,1,2024-04-29 14:30:00,1
"Jacoba van Beierenhof 29, 2215 JK Voorhout, Netherlands",52.2229429,4.485687,1,2024-04-29 14:30:00,1
"Albert Heijn, Baron van Hövellplein 2, 5261 GH Vught, Netherlands",51.6577906,5.3001949,1,2024-04-29 14:30:00,1
"Albert Heijn, Koningin Wilhelminaplein 42, 2741 EB Waddinxveen, Netherlands",52.0495966,4.6523872,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Nobelweg 2A, 6706 GA Wageningen, Netherlands",51.9749762,5.6765833,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Lepelstraat 1, 5446 AG Wanroij, Netherlands",51.6551259,5.820001,1,2024-04-29 14:30:00,1
"Albert Heijn Jan Linders, Burgemeester de Weichshavenstraat 1, 5861 AX Wanssum, Netherlands",51.5366624,6.0795792,1,2024-04-29 14:30:00,1
"Albert Heijn, Stadhoudersplein 4, 2241 EB Wassenaar, Netherlands",52.14456,4.4036996,1,2024-04-29 14:30:00,1
"Boshoverweg 59, 6002 AM Weert, Netherlands",51.2620143,5.686057,1,2024-04-29 14:30:00,1
"Albert Heijn Heerschap, Muntpassage 49, 6001 GL Weert, Netherlands",51.2549964,5.7049447,1,2024-04-29 14:30:00,1
"Albert Heijn Heerschap, Oranjeplein 225, 6006 CX Weert, Netherlands",51.243427,5.7078667,1,2024-04-29 14:30:00,1
"Albert Heijn, Edeseweg 118, 6733 AH Wekerom, Netherlands",52.1123591,5.717059,1,2024-04-29 14:30:00,1
"Albert Heijn, Dorpsstraat 14, 1693 AG Wervershoof, Netherlands",52.7273446,5.1521577,1,2024-04-29 14:30:00,1
"Albert Heijn, Anjelierstraat 3, 7641 CD Wierden, Netherlands",52.3611762,6.5964227,1,2024-04-29 14:30:00,1
"Albert Heijn, Terpstraat 21, 1771 AC Wieringerwerf, Netherlands",52.8524306,5.0232711,1,2024-04-29 14:30:00,1
"Albert Heijn, Europaplein 85, 6602 GV Wijchen, Netherlands",51.8070032,5.7278094,1,2024-04-29 14:30:00,1
"Albert Heijn, Beertsterweg 1D, 9672 BE Winschoten, Netherlands",53.1440793,7.0460189,1,2024-04-29 14:30:00,1
"Albert Heijn, Obergon 2, 9951 HL Winsum, Netherlands",53.3348383,6.5156538,1,2024-04-29 14:30:00,1
"Albert Heijn, Kerkstraat 15, 1687 AL Wognum, Netherlands",52.6816297,5.0239725,1,2024-04-29 14:30:00,1
"Albert Heijn, Van Harenstraat 66, 8471 JG Wolvega, Netherlands",52.8751166,5.9971448,1,2024-04-29 14:30:00,1
"Albert Heijn, Marktplein 9, 1521 HS Wormerveer, Netherlands",52.4945765,4.7856292,1,2024-04-29 14:30:00,1
"Albert Heijn, Oude Torenstraat 37, 4401 EH Yerseke, Netherlands",51.4914311,4.0493553,1,2024-04-29 14:30:00,1
"Albert Heijn, Ebbehout 29, 1507 EA Zaandam, Netherlands",52.4385026,4.8126164,1,2024-04-29 14:30:00,1
"Albert Heijn XL, Vrieschgroenstraat 5, 1503 MC Zaandam, Netherlands",52.4442882,4.8371694,1,2024-04-29 14:30:00,1
"Gall & Gall, Steenweg 8a, 5301 HL Zaltbommel, Netherlands",51.8119926,5.2412124,1,2024-04-29 14:30:00,1
"Rijksweg-Noord 28, 4735 TX Zegge, Netherlands",51.5452015,4.5065131,1,2024-04-29 14:30:00,1
"De Clomp 3104, 3704 KA Zeist, Netherlands",52.0833207,5.2204287,1,2024-04-29 14:30:00,1
"Albert Heijn, Emmaplein 2, 3701 DA Zeist, Netherlands",52.086752,5.240085,1,2024-04-29 14:30:00,1
"Albert Heijn, Lange Nobelstraat 28, 4301 HE Zierikzee, Netherlands",51.6517678,3.9204263,1,2024-04-29 14:30:00,1
"Winkelcentrum De Leyens, Albert Heijn, Broekwegzijde 150, 2725 PE Zoetermeer, Netherlands",52.0712071,4.4944326,1,2024-04-29 14:30:00,1
"Winkelcentrum Meerzicht, Middelwaard 93, 2716 CW Zoetermeer, Netherlands",52.0564833,4.4691097,1,2024-04-29 14:30:00,1
"Dunkin', Stadshart, Westwaarts 41, 2711 AD Zoetermeer, Netherlands",52.0610143,4.4868489,1,2024-04-29 14:30:00,1
"Albert Heijn, Polsbroek 77, 7201 BX Zutphen, Netherlands",52.13985,6.2027381,1,2024-04-29 14:30:00,1
"Albert Heijn, Dorpsstraat 200, 1689 GH Hoorn, Netherlands",52.6683947,5.0753174,1,2024-04-29 14:30:00,1
"Albert Heijn, Hollandse cirkel 36, 1689 XE Hoorn, Netherlands",52.6713012,5.0916548,1,2024-04-29 14:30:00,1
"Albert Heijn, Hof van Holland 30, 3332 EH Zwijndrecht, Netherlands",51.8229936,4.6526132,1,2024-04-29 14:30:00,1
"Albert Heijn, Katwolderplein 1, 8011 BT Zwolle, Netherlands",52.5136356,6.0860734,1,2024-04-29 14:30:00,1
"Dirk, Plantageweg 31, 2951 GN Alblasserdam, Netherlands",51.8625565,4.6620742,1,2024-04-29 14:30:00,1
"Dirk, Binnenhof, 7608 KJ Almelo, Netherlands",52.3788855,6.6763007,1,2024-04-29 14:30:00,1
"Dirk, Wezelstraat 2, 1338 BG Almere, Netherlands",52.3861676,5.2695227,1,2024-04-29 14:30:00,1
"Dirk, Korte Promenade, 1315 HN Almere, Netherlands",52.37103,5.2168624,1,2024-04-29 14:30:00,1
"Dirk, Wibra, Groningerstraat 166, 3812 EG Amersfoort, Netherlands",52.1582684,5.3786149,1,2024-04-29 14:30:00,1
"Dirk, Kostverlorenhof, 1183 HK Amstelveen, Netherlands",52.3129749,4.8772639,1,2024-04-29 14:30:00,1
"Dirk, Bilderdijkstraat 126-H 1053 KZ Amsterdam",52.37403,4.88969,1,2024-04-29 14:30:00,1
"Dirk, Sierplein 6, 1065 LM Amsterdam, Netherlands",52.3557885,4.8260223,1,2024-04-29 14:30:00,1
"Dirk, Mercatorplein, Mercatorplein 10-H, 1057 CB Amsterdam, Netherlands",52.369482,4.8517204,1,2024-04-29 14:30:00,1
"Dirk, Tussenmeer 1A 1068 EX Amsterdam",52.3585777,4.8022317,1,2024-04-29 14:30:00,1
"Dirk, Meeuwenlaan 76, Amsterdam, Netherlands",52.3850097,4.9180316,1,2024-04-29 14:30:00,1
"Dirk, Sloterkade 110-127, Amsterdam, Netherlands",52.3522224,4.8524708,1,2024-04-29 14:30:00,1
"Dirk, Trekpleister, Marie Heinekenplein 25, 1072 MH Amsterdam, Netherlands",52.3573376,4.8921278,1,2024-04-29 14:30:00,1
"Dirk, Bos en Lommerplein 1, 1055 AD Amsterdam, Netherlands",52.3779627,4.8475802,1,2024-04-29 14:30:00,1
"Dirk, Trekpleister, Europaboulevard 19, 1079 PC Amsterdam, Netherlands",52.3394788,4.8927971,1,2024-04-29 14:30:00,1
"Dirk, Tweede Hugo de Grootstraat, 1052 EC Amsterdam, Netherlands",52.3741547,4.8747924,1,2024-04-29 14:30:00,1
"Dirk, Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.3733918,4.8953654,1,2024-04-29 14:30:00,1
"Dirk, t Fort, Dirk, Linie 313, 7325 DS Apeldoorn, Netherlands",52.2165013,6.0039689,1,2024-04-29 14:30:00,1
"Dirk, Kruidvat, Kanaal Noord 17, 7311 PK Apeldoorn, Netherlands",52.2105487,5.975731,1,2024-04-29 14:30:00,1
"Dirk, Triade, 9401 CT Assen, Netherlands",52.9975618,6.5603876,1,2024-04-29 14:30:00,1
"Dirk, Muziekplein 5, 2992 GH Barendrecht, Netherlands",51.854168,4.522746,1,2024-04-29 14:30:00,1
"Dirk, Noordgeest 14-18 4614 KT Bergen op Zoom",51.495,4.29167,1,2024-04-29 14:30:00,1
"Dirk, Amsteldiep, 2904 EH Capelle aan den IJssel, Netherlands",51.9361875,4.6029477,1,2024-04-29 14:30:00,1
"Dirk, Hessenweg 88, 3731 JL De Bilt, Netherlands",52.1086162,5.1806542,1,2024-04-29 14:30:00,1
"Dirk, Kortestraat 5, 7491 AX Delden, Netherlands",52.2619383,6.7130727,1,2024-04-29 14:30:00,1
"Dirk, Troelstralaan 77-85, 2624 ET Delft, Netherlands",51.9972169,4.3509566,1,2024-04-29 14:30:00,1
"Dirk, Winkelcentrum Leidschenveen, Trekpleister, Simon Carmiggelthof 258, 2492 JN The Hague, Netherlands",52.0650074,4.402373,1,2024-04-29 14:30:00,1
"Dirk, Torenstraat 132A, 2513 BW The Hague, Netherlands",52.0779827,4.304985,1,2024-04-29 14:30:00,1
"Dirk, Broederenplein 5, 7411 RL Deventer, Netherlands",52.2548368,6.1563518,1,2024-04-29 14:30:00,1
"Dirk, Dreef 150, 7414 EJ Deventer, Netherlands",52.2740423,6.1522392,1,2024-04-29 14:30:00,1
"Dirk, Brouwersdijk 30, 3314 GR Dordrecht, Netherlands",51.8031908,4.6584482,1,2024-04-29 14:30:00,1
"Dirk, Cornelis de Wittstraat 84, 3311 GD Dordrecht, Netherlands",51.8106463,4.6688355,1,2024-04-29 14:30:00,1
"Dirk, Promenade en Kaden, Dirk, De Marke 51, 9203 DV Drachten, Netherlands",53.1044093,6.100525,1,2024-04-29 14:30:00,1
"Dirk, Willinkplein 38, 7811 DD Emmen, Netherlands",52.7815293,6.8928393,1,2024-04-29 14:30:00,1
"Dirk, Oogstplein 26, 7545 HP Enschede, Netherlands",52.2121967,6.8649856,1,2024-04-29 14:30:00,1
"Dirk, Rijnstraat 84, 7523 GH Enschede, Netherlands",52.2394572,6.8926299,1,2024-04-29 14:30:00,1
"Dirk, Schoonhout 115, 4872 MC Etten-Leur, Netherlands",51.5748718,4.6525783,1,2024-04-29 14:30:00,1
"Dirk, Molenvang 8, 4876 BW Etten-Leur, Netherlands",51.5670784,4.6364286,1,2024-04-29 14:30:00,1
"Dirk, Beukenhof 1, 4462 EN Goes, Netherlands",51.4930535,3.8931754,1,2024-04-29 14:30:00,1
"Dirk, Knardijk West 10, 3841 LA Harderwijk, Netherlands",52.3524166,5.6329876,1,2024-04-29 14:30:00,1
"Dirk, Den Bogerd 24, 3371 AM Hardinxveld-Giessendam, Netherlands",51.8263498,4.8329399,1,2024-04-29 14:30:00,1
"Dirk, Sophiapromenade 78, 3344 PM Hendrik-Ido-Ambacht, Netherlands",51.8348655,4.6456982,1,2024-04-29 14:30:00,1
"Dirk, Straatsburg 14, 7559 NM Hengelo, Netherlands",52.2949099,6.8060484,1,2024-04-29 14:30:00,1
"Dirk, Markenburg 97, 2135 DS Hoofddorp, Netherlands",52.3016516,4.6644327,1,2024-04-29 14:30:00,1
"Dirk, Centrum, Burgemeester van Stamplein, 2132 TS Hoofddorp, Netherlands",52.3006835,4.6940162,1,2024-04-29 14:30:00,1
